application,law,repetition,campaign_id,operation,test_attempts,test_successes,E,R,common_point,equal_exact_point_forecasts,E_metrics,R_metrics
opentelemetry_demo,NC,0,v4-confirmation-771621/opentelemetry_demo/split/NC/0,browse_product,1200,1033,"{""identified_lower"": 0.8841666666666667, ""identified_upper"": 0.8841666666666667, ""kind"": ""point"", ""lower_exact"": ""1061/1200"", ""probability"": 0.8841666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1061/1200""}","{""identified_lower"": 0.8841666666666667, ""identified_upper"": 0.8841666666666667, ""kind"": ""point"", ""lower_exact"": ""1061/1200"", ""probability"": 0.8841666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1061/1200""}",True,True,"{""absolute_error_pp"": 2.3333333333333317, ""attempts"": 1200, ""brier"": 0.12034375, ""forecast"": 0.8841666666666667, ""observed"": 0.8608333333333333, ""signed_error_pp"": 2.3333333333333317, ""successes"": 1033}","{""absolute_error_pp"": 2.3333333333333317, ""attempts"": 1200, ""brier"": 0.12034375, ""forecast"": 0.8841666666666667, ""observed"": 0.8608333333333333, ""signed_error_pp"": 2.3333333333333317, ""successes"": 1033}"
opentelemetry_demo,NC,0,v4-confirmation-771621/opentelemetry_demo/split/NC/0,checkout,1200,925,"{""identified_lower"": 0.7416666666666667, ""identified_upper"": 0.7416666666666667, ""kind"": ""point"", ""lower_exact"": ""89/120"", ""probability"": 0.7416666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""89/120""}","{""identified_lower"": 0.7416666666666667, ""identified_upper"": 0.7416666666666667, ""kind"": ""point"", ""lower_exact"": ""89/120"", ""probability"": 0.7416666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""89/120""}",True,True,"{""absolute_error_pp"": 2.9166666666666674, ""attempts"": 1200, ""brier"": 0.1775, ""forecast"": 0.7416666666666667, ""observed"": 0.7708333333333334, ""signed_error_pp"": -2.9166666666666674, ""successes"": 925}","{""absolute_error_pp"": 2.9166666666666674, ""attempts"": 1200, ""brier"": 0.1775, ""forecast"": 0.7416666666666667, ""observed"": 0.7708333333333334, ""signed_error_pp"": -2.9166666666666674, ""successes"": 925}"
opentelemetry_demo,NC,1,v4-confirmation-771621/opentelemetry_demo/split/NC/1,add_to_cart,1200,1051,"{""identified_lower"": 0.5716666666666667, ""identified_upper"": 0.8508333333333333, ""kind"": ""interval"", ""lower_exact"": ""343/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1021/1200""}","{""identified_lower"": 0.5716666666666667, ""identified_upper"": 0.8508333333333333, ""kind"": ""interval"", ""lower_exact"": ""343/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1021/1200""}",False,,,
opentelemetry_demo,NC,1,v4-confirmation-771621/opentelemetry_demo/split/NC/1,browse_product,1200,1055,"{""identified_lower"": 0.5425, ""identified_upper"": 0.8341666666666666, ""kind"": ""interval"", ""lower_exact"": ""217/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1001/1200""}","{""identified_lower"": 0.5425, ""identified_upper"": 0.8341666666666666, ""kind"": ""interval"", ""lower_exact"": ""217/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1001/1200""}",False,,,
opentelemetry_demo,NC,1,v4-confirmation-771621/opentelemetry_demo/split/NC/1,checkout,1200,887,"{""identified_lower"": 0.4775, ""identified_upper"": 0.7341666666666666, ""kind"": ""interval"", ""lower_exact"": ""191/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""881/1200""}","{""identified_lower"": 0.4775, ""identified_upper"": 0.7341666666666666, ""kind"": ""interval"", ""lower_exact"": ""191/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""881/1200""}",False,,,
opentelemetry_demo,NC,2,v4-confirmation-771621/opentelemetry_demo/split/NC/2,add_to_cart,1200,1067,"{""identified_lower"": 0.25416666666666665, ""identified_upper"": 0.8525, ""kind"": ""interval"", ""lower_exact"": ""61/240"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""341/400""}","{""identified_lower"": 0.25416666666666665, ""identified_upper"": 0.8525, ""kind"": ""interval"", ""lower_exact"": ""61/240"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""341/400""}",False,,,
opentelemetry_demo,NC,2,v4-confirmation-771621/opentelemetry_demo/split/NC/2,browse_product,1200,1040,"{""identified_lower"": 0.26416666666666666, ""identified_upper"": 0.8583333333333333, ""kind"": ""interval"", ""lower_exact"": ""317/1200"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""103/120""}","{""identified_lower"": 0.26416666666666666, ""identified_upper"": 0.8583333333333333, ""kind"": ""interval"", ""lower_exact"": ""317/1200"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""103/120""}",False,,,
opentelemetry_demo,NC,2,v4-confirmation-771621/opentelemetry_demo/split/NC/2,checkout,1200,953,"{""kind"": ""refusal"", ""probability"": null, ""reason"": ""unexplained native parent boundary"", ""status"": ""unsupported""}","{""kind"": ""refusal"", ""probability"": null, ""reason"": ""unexplained native parent boundary"", ""status"": ""unsupported""}",False,,,
spring_petclinic_microservices,N,0,v4-confirmation-771621/spring_petclinic_microservices/split/N/0,create_visit,900,867,"{""identified_lower"": 0.9611111111111111, ""identified_upper"": 0.9611111111111111, ""kind"": ""point"", ""lower_exact"": ""173/180"", ""probability"": 0.9611111111111111, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""173/180""}","{""identified_lower"": 0.9611111111111111, ""identified_upper"": 0.9611111111111111, ""kind"": ""point"", ""lower_exact"": ""173/180"", ""probability"": 0.9611111111111111, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""173/180""}",True,True,"{""absolute_error_pp"": 0.22222222222222365, ""attempts"": 900, ""brier"": 0.03532716049382716, ""forecast"": 0.9611111111111111, ""observed"": 0.9633333333333334, ""signed_error_pp"": -0.22222222222222365, ""successes"": 867}","{""absolute_error_pp"": 0.22222222222222365, ""attempts"": 900, ""brier"": 0.03532716049382716, ""forecast"": 0.9611111111111111, ""observed"": 0.9633333333333334, ""signed_error_pp"": -0.22222222222222365, ""successes"": 867}"
spring_petclinic_microservices,N,0,v4-confirmation-771621/spring_petclinic_microservices/split/N/0,list_owners,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,N,0,v4-confirmation-771621/spring_petclinic_microservices/split/N/0,list_vets,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,N,0,v4-confirmation-771621/spring_petclinic_microservices/split/N/0,owner_details_with_visits,900,870,"{""identified_lower"": 0.9622222222222222, ""identified_upper"": 0.9622222222222222, ""kind"": ""point"", ""lower_exact"": ""433/450"", ""probability"": 0.9622222222222222, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""433/450""}","{""identified_lower"": 0.9622222222222222, ""identified_upper"": 0.9622222222222222, ""kind"": ""point"", ""lower_exact"": ""433/450"", ""probability"": 0.9622222222222222, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""433/450""}",True,True,"{""absolute_error_pp"": 0.4444444444444473, ""attempts"": 900, ""brier"": 0.03224197530864198, ""forecast"": 0.9622222222222222, ""observed"": 0.9666666666666667, ""signed_error_pp"": -0.4444444444444473, ""successes"": 870}","{""absolute_error_pp"": 0.4444444444444473, ""attempts"": 900, ""brier"": 0.03224197530864198, ""forecast"": 0.9622222222222222, ""observed"": 0.9666666666666667, ""signed_error_pp"": -0.4444444444444473, ""successes"": 870}"
spring_petclinic_microservices,N,1,v4-confirmation-771621/spring_petclinic_microservices/split/N/1,create_visit,900,864,"{""identified_lower"": 0.9777777777777777, ""identified_upper"": 0.9777777777777777, ""kind"": ""point"", ""lower_exact"": ""44/45"", ""probability"": 0.9777777777777777, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""44/45""}","{""identified_lower"": 0.9777777777777777, ""identified_upper"": 0.9777777777777777, ""kind"": ""point"", ""lower_exact"": ""44/45"", ""probability"": 0.9777777777777777, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""44/45""}",True,True,"{""absolute_error_pp"": 1.7777777777777781, ""attempts"": 900, ""brier"": 0.038716049382716056, ""forecast"": 0.9777777777777777, ""observed"": 0.96, ""signed_error_pp"": 1.7777777777777781, ""successes"": 864}","{""absolute_error_pp"": 1.7777777777777781, ""attempts"": 900, ""brier"": 0.038716049382716056, ""forecast"": 0.9777777777777777, ""observed"": 0.96, ""signed_error_pp"": 1.7777777777777781, ""successes"": 864}"
spring_petclinic_microservices,N,1,v4-confirmation-771621/spring_petclinic_microservices/split/N/1,list_owners,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,N,1,v4-confirmation-771621/spring_petclinic_microservices/split/N/1,list_vets,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,N,1,v4-confirmation-771621/spring_petclinic_microservices/split/N/1,owner_details_with_visits,900,868,"{""identified_lower"": 0.9733333333333334, ""identified_upper"": 0.9733333333333334, ""kind"": ""point"", ""lower_exact"": ""73/75"", ""probability"": 0.9733333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""73/75""}","{""identified_lower"": 0.9733333333333334, ""identified_upper"": 0.9733333333333334, ""kind"": ""point"", ""lower_exact"": ""73/75"", ""probability"": 0.9733333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""73/75""}",True,True,"{""absolute_error_pp"": 0.8888888888888946, ""attempts"": 900, ""brier"": 0.03437037037037037, ""forecast"": 0.9733333333333334, ""observed"": 0.9644444444444444, ""signed_error_pp"": 0.8888888888888946, ""successes"": 868}","{""absolute_error_pp"": 0.8888888888888946, ""attempts"": 900, ""brier"": 0.03437037037037037, ""forecast"": 0.9733333333333334, ""observed"": 0.9644444444444444, ""signed_error_pp"": 0.8888888888888946, ""successes"": 868}"
spring_petclinic_microservices,N,2,v4-confirmation-771621/spring_petclinic_microservices/split/N/2,create_visit,900,844,"{""identified_lower"": 0.9622222222222222, ""identified_upper"": 0.9622222222222222, ""kind"": ""point"", ""lower_exact"": ""433/450"", ""probability"": 0.9622222222222222, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""433/450""}","{""identified_lower"": 0.9622222222222222, ""identified_upper"": 0.9622222222222222, ""kind"": ""point"", ""lower_exact"": ""433/450"", ""probability"": 0.9622222222222222, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""433/450""}",True,True,"{""absolute_error_pp"": 2.444444444444438, ""attempts"": 900, ""brier"": 0.05894814814814815, ""forecast"": 0.9622222222222222, ""observed"": 0.9377777777777778, ""signed_error_pp"": 2.444444444444438, ""successes"": 844}","{""absolute_error_pp"": 2.444444444444438, ""attempts"": 900, ""brier"": 0.05894814814814815, ""forecast"": 0.9622222222222222, ""observed"": 0.9377777777777778, ""signed_error_pp"": 2.444444444444438, ""successes"": 844}"
spring_petclinic_microservices,N,2,v4-confirmation-771621/spring_petclinic_microservices/split/N/2,list_owners,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,N,2,v4-confirmation-771621/spring_petclinic_microservices/split/N/2,list_vets,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,N,2,v4-confirmation-771621/spring_petclinic_microservices/split/N/2,owner_details_with_visits,900,839,"{""identified_lower"": 0.9677777777777777, ""identified_upper"": 0.9677777777777777, ""kind"": ""point"", ""lower_exact"": ""871/900"", ""probability"": 0.9677777777777777, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""871/900""}","{""identified_lower"": 0.9677777777777777, ""identified_upper"": 0.9677777777777777, ""kind"": ""point"", ""lower_exact"": ""871/900"", ""probability"": 0.9677777777777777, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""871/900""}",True,True,"{""absolute_error_pp"": 3.5555555555555562, ""attempts"": 900, ""brier"": 0.06444814814814816, ""forecast"": 0.9677777777777777, ""observed"": 0.9322222222222222, ""signed_error_pp"": 3.5555555555555562, ""successes"": 839}","{""absolute_error_pp"": 3.5555555555555562, ""attempts"": 900, ""brier"": 0.06444814814814816, ""forecast"": 0.9677777777777777, ""observed"": 0.9322222222222222, ""signed_error_pp"": 3.5555555555555562, ""successes"": 839}"
spring_petclinic_microservices,NC,0,v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,create_visit,900,815,"{""identified_lower"": 0.9411111111111111, ""identified_upper"": 0.9411111111111111, ""kind"": ""point"", ""lower_exact"": ""847/900"", ""probability"": 0.9411111111111111, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""847/900""}","{""identified_lower"": 0.9411111111111111, ""identified_upper"": 0.9411111111111111, ""kind"": ""point"", ""lower_exact"": ""847/900"", ""probability"": 0.9411111111111111, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""847/900""}",True,True,"{""absolute_error_pp"": 3.5555555555555562, ""attempts"": 900, ""brier"": 0.08678888888888889, ""forecast"": 0.9411111111111111, ""observed"": 0.9055555555555556, ""signed_error_pp"": 3.5555555555555562, ""successes"": 815}","{""absolute_error_pp"": 3.5555555555555562, ""attempts"": 900, ""brier"": 0.08678888888888889, ""forecast"": 0.9411111111111111, ""observed"": 0.9055555555555556, ""signed_error_pp"": 3.5555555555555562, ""successes"": 815}"
spring_petclinic_microservices,NC,0,v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,list_owners,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,NC,0,v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,list_vets,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,NC,0,v4-confirmation-771621/spring_petclinic_microservices/split/NC/0,owner_details_with_visits,900,820,"{""identified_lower"": 0.9322222222222222, ""identified_upper"": 0.9322222222222222, ""kind"": ""point"", ""lower_exact"": ""839/900"", ""probability"": 0.9322222222222222, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""839/900""}","{""identified_lower"": 0.9322222222222222, ""identified_upper"": 0.9322222222222222, ""kind"": ""point"", ""lower_exact"": ""839/900"", ""probability"": 0.9322222222222222, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""839/900""}",True,True,"{""absolute_error_pp"": 2.111111111111108, ""attempts"": 900, ""brier"": 0.08143333333333333, ""forecast"": 0.9322222222222222, ""observed"": 0.9111111111111111, ""signed_error_pp"": 2.111111111111108, ""successes"": 820}","{""absolute_error_pp"": 2.111111111111108, ""attempts"": 900, ""brier"": 0.08143333333333333, ""forecast"": 0.9322222222222222, ""observed"": 0.9111111111111111, ""signed_error_pp"": 2.111111111111108, ""successes"": 820}"
spring_petclinic_microservices,NC,1,v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,create_visit,900,830,"{""identified_lower"": 0.9022222222222223, ""identified_upper"": 0.9022222222222223, ""kind"": ""point"", ""lower_exact"": ""203/225"", ""probability"": 0.9022222222222223, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""203/225""}","{""identified_lower"": 0.9022222222222223, ""identified_upper"": 0.9022222222222223, ""kind"": ""point"", ""lower_exact"": ""203/225"", ""probability"": 0.9022222222222223, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""203/225""}",True,True,"{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 900, ""brier"": 0.0721283950617284, ""forecast"": 0.9022222222222223, ""observed"": 0.9222222222222223, ""signed_error_pp"": -2.0000000000000018, ""successes"": 830}","{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 900, ""brier"": 0.0721283950617284, ""forecast"": 0.9022222222222223, ""observed"": 0.9222222222222223, ""signed_error_pp"": -2.0000000000000018, ""successes"": 830}"
spring_petclinic_microservices,NC,1,v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,list_owners,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,NC,1,v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,list_vets,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,NC,1,v4-confirmation-771621/spring_petclinic_microservices/split/NC/1,owner_details_with_visits,900,838,"{""identified_lower"": 0.9144444444444444, ""identified_upper"": 0.9144444444444444, ""kind"": ""point"", ""lower_exact"": ""823/900"", ""probability"": 0.9144444444444444, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""823/900""}","{""identified_lower"": 0.9144444444444444, ""identified_upper"": 0.9144444444444444, ""kind"": ""point"", ""lower_exact"": ""823/900"", ""probability"": 0.9144444444444444, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""823/900""}",True,True,"{""absolute_error_pp"": 1.6666666666666718, ""attempts"": 900, ""brier"": 0.06442098765432099, ""forecast"": 0.9144444444444444, ""observed"": 0.9311111111111111, ""signed_error_pp"": -1.6666666666666718, ""successes"": 838}","{""absolute_error_pp"": 1.6666666666666718, ""attempts"": 900, ""brier"": 0.06442098765432099, ""forecast"": 0.9144444444444444, ""observed"": 0.9311111111111111, ""signed_error_pp"": -1.6666666666666718, ""successes"": 838}"
spring_petclinic_microservices,NC,2,v4-confirmation-771621/spring_petclinic_microservices/split/NC/2,create_visit,900,835,"{""identified_lower"": 0.9133333333333333, ""identified_upper"": 0.9133333333333333, ""kind"": ""point"", ""lower_exact"": ""137/150"", ""probability"": 0.9133333333333333, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""137/150""}","{""identified_lower"": 0.9133333333333333, ""identified_upper"": 0.9133333333333333, ""kind"": ""point"", ""lower_exact"": ""137/150"", ""probability"": 0.9133333333333333, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""137/150""}",True,True,"{""absolute_error_pp"": 1.4444444444444482, ""attempts"": 900, ""brier"": 0.06721481481481481, ""forecast"": 0.9133333333333333, ""observed"": 0.9277777777777778, ""signed_error_pp"": -1.4444444444444482, ""successes"": 835}","{""absolute_error_pp"": 1.4444444444444482, ""attempts"": 900, ""brier"": 0.06721481481481481, ""forecast"": 0.9133333333333333, ""observed"": 0.9277777777777778, ""signed_error_pp"": -1.4444444444444482, ""successes"": 835}"
spring_petclinic_microservices,NC,2,v4-confirmation-771621/spring_petclinic_microservices/split/NC/2,list_owners,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
spring_petclinic_microservices,NC,2,v4-confirmation-771621/spring_petclinic_microservices/split/NC/2,list_vets,900,900,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}","{""absolute_error_pp"": 0.0, ""attempts"": 900, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 900}"
