application,campaign_id,evaluator_reason,evaluator_status,forecast,law,method,metrics,operation,placement,repetition
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""model_id"": ""campaign-0569e14884676c2a2b9b--compose_post--conditional_local"", ""probability"": 0.9075, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 1200, ""brier"": 0.06764375000000002, ""forecast"": 0.9075, ""observed"": 0.9275, ""signed_error_pp"": -2.0000000000000018, ""successes"": 1113}",compose_post,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""model_id"": ""campaign-0569e14884676c2a2b9b--compose_post--inclusive"", ""probability"": 0.8999375, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 2.7562500000000045, ""attempts"": 1200, ""brier"": 0.06800344140624999, ""forecast"": 0.8999375, ""observed"": 0.9275, ""signed_error_pp"": -2.7562500000000045, ""successes"": 1113}",compose_post,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1200/1200"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 1200, ""timeouts"": 0}",NC,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""model_id"": ""campaign-0569e14884676c2a2b9b--read_home_timeline--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""model_id"": ""campaign-0569e14884676c2a2b9b--read_home_timeline--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""349/400"", ""probability"": 0.8725, ""reason"": null, ""status"": ""ok""}",NC,Gstar,"{""absolute_error_pp"": 2.416666666666656, ""attempts"": 1200, ""brier"": 0.09323958333333333, ""forecast"": 0.8725, ""observed"": 0.8966666666666666, ""signed_error_pp"": -2.416666666666656, ""successes"": 1076}",read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""identified_lower"": 0.8733333333333333, ""identified_upper"": 1.0, ""lower_exact"": ""131/150"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",NC,GID,,read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""identified_lower"": 0.8733333333333333, ""identified_upper"": 1.0, ""lower_exact"": ""131/150"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",NC,Gselected,,read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""identified_lower"": 0.8733333333333333, ""identified_upper"": 0.99, ""lower_exact"": ""131/150"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""99/100""}",NC,G_without_deadline,,read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""349/400"", ""probability"": 0.8725, ""reason"": null, ""status"": ""ok""}",NC,G_without_selection,"{""absolute_error_pp"": 2.416666666666656, ""attempts"": 1200, ""brier"": 0.09323958333333333, ""forecast"": 0.8725, ""observed"": 0.8966666666666666, ""signed_error_pp"": -2.416666666666656, ""successes"": 1076}",read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""identified_lower"": 0.8725, ""identified_upper"": 0.875, ""lower_exact"": ""349/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""7/8""}",NC,G_without_completion,,read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",NC,G0,"{""absolute_error_pp"": 10.33333333333334, ""attempts"": 1200, ""brier"": 0.10333333333333333, ""forecast"": 1.0, ""observed"": 0.8966666666666666, ""signed_error_pp"": 10.33333333333334, ""successes"": 1076}",read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1047/1200"", ""probability"": 0.8725, ""reason"": null, ""status"": ""ok"", ""successes"": 1047, ""timeouts"": 150}",NC,B0,"{""absolute_error_pp"": 2.416666666666656, ""attempts"": 1200, ""brier"": 0.09323958333333333, ""forecast"": 0.8725, ""observed"": 0.8966666666666666, ""signed_error_pp"": -2.416666666666656, ""successes"": 1076}",read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""model_id"": ""campaign-0569e14884676c2a2b9b--read_user_timeline--conditional_local"", ""probability"": 0.8724999999999999, ""reason"": null, ""status"": ""ok""}",NC,PMX,"{""absolute_error_pp"": 2.416666666666667, ""attempts"": 1200, ""brier"": 0.09323958333333333, ""forecast"": 0.8724999999999999, ""observed"": 0.8966666666666666, ""signed_error_pp"": -2.416666666666667, ""successes"": 1076}",read_user_timeline,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,,qualified,"{""model_id"": ""campaign-0569e14884676c2a2b9b--read_user_timeline--inclusive"", ""probability"": 0.8637750000000001, ""reason"": null, ""status"": ""ok""}",NC,PMX_inclusive,"{""absolute_error_pp"": 3.289166666666654, ""attempts"": 1200, ""brier"": 0.09373741729166667, ""forecast"": 0.8637750000000001, ""observed"": 0.8966666666666666, ""signed_error_pp"": -3.289166666666654, ""successes"": 1076}",read_user_timeline,split,2
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""67/75"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""identified_lower"": 0.895, ""identified_upper"": 1.0, ""lower_exact"": ""179/200"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""identified_lower"": 0.895, ""identified_upper"": 1.0, ""lower_exact"": ""179/200"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,Gselected,,add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""67/75"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok""}",N,G_without_deadline,"{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""67/75"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""67/75"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 12.5, ""attempts"": 1200, ""brier"": 0.125, ""forecast"": 1.0, ""observed"": 0.875, ""signed_error_pp"": 12.5, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1072/1200"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok"", ""successes"": 1072, ""timeouts"": 128}",N,B0,"{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""model_id"": ""campaign-dd1055a12195c9690ad1--add_to_cart--conditional_local"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""model_id"": ""campaign-dd1055a12195c9690ad1--add_to_cart--inclusive"", ""probability"": 0.7980444444444444, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 7.695555555555556, ""attempts"": 1200, ""brier"": 0.11529715753086421, ""forecast"": 0.7980444444444444, ""observed"": 0.875, ""signed_error_pp"": -7.695555555555556, ""successes"": 1050}",add_to_cart,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""1087/1200"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""identified_lower"": 0.9066666666666666, ""identified_upper"": 1.0, ""lower_exact"": ""68/75"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""identified_lower"": 0.9066666666666666, ""identified_upper"": 1.0, ""lower_exact"": ""68/75"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,Gselected,,browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""1087/1200"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok""}",N,G_without_deadline,"{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""1087/1200"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""1087/1200"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 11.583333333333334, ""attempts"": 1200, ""brier"": 0.11583333333333333, ""forecast"": 1.0, ""observed"": 0.8841666666666667, ""signed_error_pp"": 11.583333333333334, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1087/1200"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok"", ""successes"": 1087, ""timeouts"": 113}",N,B0,"{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""model_id"": ""campaign-dd1055a12195c9690ad1--browse_product--conditional_local"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""model_id"": ""campaign-dd1055a12195c9690ad1--browse_product--inclusive"", ""probability"": 0.8205340277777778, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 6.3632638888888815, ""attempts"": 1200, ""brier"": 0.10646508495418594, ""forecast"": 0.8205340277777778, ""observed"": 0.8841666666666667, ""signed_error_pp"": -6.3632638888888815, ""successes"": 1061}",browse_product,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""58/75"", ""probability"": 0.7733333333333333, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 3.3333333333333326, ""attempts"": 1200, ""brier"": 0.19351111111111108, ""forecast"": 0.7733333333333333, ""observed"": 0.74, ""signed_error_pp"": 3.3333333333333326, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""identified_lower"": 0.9016666666666666, ""identified_upper"": 1.0, ""lower_exact"": ""541/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""identified_lower"": 0.7816666666666666, ""identified_upper"": 1.0, ""lower_exact"": ""469/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,Gselected,,checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""929/1200"", ""probability"": 0.7741666666666667, ""reason"": null, ""status"": ""ok""}",N,G_without_deadline,"{""absolute_error_pp"": 3.416666666666668, ""attempts"": 1200, ""brier"": 0.19356736111111114, ""forecast"": 0.7741666666666667, ""observed"": 0.74, ""signed_error_pp"": 3.416666666666668, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""58/75"", ""probability"": 0.7733333333333333, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 3.3333333333333326, ""attempts"": 1200, ""brier"": 0.19351111111111108, ""forecast"": 0.7733333333333333, ""observed"": 0.74, ""signed_error_pp"": 3.3333333333333326, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""58/75"", ""probability"": 0.7733333333333333, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 3.3333333333333326, ""attempts"": 1200, ""brier"": 0.19351111111111108, ""forecast"": 0.7733333333333333, ""observed"": 0.74, ""signed_error_pp"": 3.3333333333333326, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 26.0, ""attempts"": 1200, ""brier"": 0.26, ""forecast"": 1.0, ""observed"": 0.74, ""signed_error_pp"": 26.0, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""928/1200"", ""probability"": 0.7733333333333333, ""reason"": null, ""status"": ""ok"", ""successes"": 928, ""timeouts"": 272}",N,B0,"{""absolute_error_pp"": 3.3333333333333326, ""attempts"": 1200, ""brier"": 0.19351111111111108, ""forecast"": 0.7733333333333333, ""observed"": 0.74, ""signed_error_pp"": 3.3333333333333326, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""model_id"": ""campaign-dd1055a12195c9690ad1--checkout--conditional_local"", ""probability"": 0.7859031216361678, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 4.590312163616783, ""attempts"": 1200, ""brier"": 0.1945070965759448, ""forecast"": 0.7859031216361678, ""observed"": 0.74, ""signed_error_pp"": 4.590312163616783, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/0,,qualified,"{""model_id"": ""campaign-dd1055a12195c9690ad1--checkout--inclusive"", ""probability"": 0.60842, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 13.158000000000003, ""attempts"": 1200, ""brier"": 0.2097132964, ""forecast"": 0.60842, ""observed"": 0.74, ""signed_error_pp"": -13.158000000000003, ""successes"": 888}",checkout,split,0
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""exact_fraction"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.08735625, ""forecast"": 0.9091666666666667, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.5833333333333357, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""identified_lower"": 0.9133333333333333, ""identified_upper"": 1.0, ""lower_exact"": ""137/150"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""identified_lower"": 0.9133333333333333, ""identified_upper"": 1.0, ""lower_exact"": ""137/150"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,Gselected,,add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""exact_fraction"": ""91/100"", ""probability"": 0.91, ""reason"": null, ""status"": ""ok""}",N,G_without_deadline,"{""absolute_error_pp"": 0.666666666666671, ""attempts"": 1200, ""brier"": 0.08736666666666668, ""forecast"": 0.91, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.666666666666671, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""exact_fraction"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.08735625, ""forecast"": 0.9091666666666667, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.5833333333333357, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""exact_fraction"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.08735625, ""forecast"": 0.9091666666666667, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.5833333333333357, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 9.666666666666668, ""attempts"": 1200, ""brier"": 0.09666666666666666, ""forecast"": 1.0, ""observed"": 0.9033333333333333, ""signed_error_pp"": 9.666666666666668, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok"", ""successes"": 1091, ""timeouts"": 109}",N,B0,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.08735625, ""forecast"": 0.9091666666666667, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.5833333333333357, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""model_id"": ""campaign-17864228ae0430a6063c--add_to_cart--conditional_local"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.08735625, ""forecast"": 0.9091666666666667, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.5833333333333357, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""model_id"": ""campaign-17864228ae0430a6063c--add_to_cart--inclusive"", ""probability"": 0.8273416666666668, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 7.599166666666656, ""attempts"": 1200, ""brier"": 0.09309695562499999, ""forecast"": 0.8273416666666668, ""observed"": 0.9033333333333333, ""signed_error_pp"": -7.599166666666656, ""successes"": 1084}",add_to_cart,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""exact_fraction"": ""1081/1200"", ""probability"": 0.9008333333333334, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 0.1666666666666594, ""attempts"": 1200, ""brier"": 0.08799652777777778, ""forecast"": 0.9008333333333334, ""observed"": 0.9025, ""signed_error_pp"": -0.1666666666666594, ""successes"": 1083}",browse_product,split,1
opentelemetry_demo,v4-confirmation-771621/opentelemetry_demo/split/N/1,,qualified,"{""identified_lower"": 0.9008333333333334, ""identified_upper"": 1.0, ""lower_exact"": ""1081/1200"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,browse_product,split,1
